id,link,segment_id,start,end,sentiment,happy,sad,anger,surprise,disgust,fear
-6rXp3zJ3kc,https://youtube.com/watch?v=-6rXp3zJ3kc,0,14.468,22.882,0.0,0.0,0.33333334,0.33333334,0.0,0.0,0.0
-6rXp3zJ3kc,https://youtube.com/watch?v=-6rXp3zJ3kc,1,45.428,58.151,-1.0,0.0,0.33333334,0.0,0.0,0.0,0.0
-6rXp3zJ3kc,https://youtube.com/watch?v=-6rXp3zJ3kc,2,58.109,71.96,0.33333334,0.0,0.33333334,0.0,0.0,0.0,0.0
-9YyBTjo1zo,https://youtube.com/watch?v=-9YyBTjo1zo,0,-0.457596371882,1.77959183673,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
-9YyBTjo1zo,https://youtube.com/watch?v=-9YyBTjo1zo,1,0.81950113379,5.96009070295,-1.0,0.0,0.0,0.33333334,0.0,0.0,0.0
-9YyBTjo1zo,https://youtube.com/watch?v=-9YyBTjo1zo,2,5.97777777778,22.6721088435,2.0,2.6666667,0.0,0.0,0.33333334,0.0,0.0
-9YyBTjo1zo,https://youtube.com/watch?v=-9YyBTjo1zo,3,32.8167800454,42.9959183673,-0.33333334,0.33333334,0.0,0.33333334,0.0,0.6666667,0.0
-9YyBTjo1zo,https://youtube.com/watch?v=-9YyBTjo1zo,4,42.853968254,47.7850340136,-1.6666666,1.0,0.0,0.0,0.33333334,1.0,0.0
-9y-fZ3swSY,https://youtube.com/watch?v=-9y-fZ3swSY,0,0.0,6.748,1.0,1.3333334,0.0,0.0,0.0,0.0,0.0
-9y-fZ3swSY,https://youtube.com/watch?v=-9y-fZ3swSY,1,5.988,12.096,1.3333334,1.0,0.0,0.0,0.0,0.0,0.0
-9y-fZ3swSY,https://youtube.com/watch?v=-9y-fZ3swSY,2,11.475,15.898,0.33333334,1.3333334,0.0,0.0,0.33333334,0.0,0.0
-9y-fZ3swSY,https://youtube.com/watch?v=-9y-fZ3swSY,3,16.055,22.832,1.3333334,1.0,0.0,0.33333334,1.0,0.0,0.0
-9y-fZ3swSY,https://youtube.com/watch?v=-9y-fZ3swSY,4,23.179,25.825,0.0,0.33333334,0.6666667,0.0,0.0,0.0,0.0
-9y-fZ3swSY,https://youtube.com/watch?v=-9y-fZ3swSY,5,37.077,43.026,-0.33333334,0.33333334,0.0,1.0,0.0,0.0,0.0
-9y-fZ3swSY,https://youtube.com/watch?v=-9y-fZ3swSY,6,42.475,48.214,0.33333334,0.6666667,0.0,0.0,0.0,0.0,0.0
-9y-fZ3swSY,https://youtube.com/watch?v=-9y-fZ3swSY,7,47.444,52.345,1.6666666,0.6666667,0.0,0.0,0.0,0.0,0.0
-AUZQgSxyPQ,https://youtube.com/watch?v=-AUZQgSxyPQ,0,13.122,35.513,0.6666667,0.0,0.0,0.0,0.0,0.0,0.6666667
-Alixo7euuU,https://youtube.com/watch?v=-Alixo7euuU,0,0.0124716553288,5.14081632653,0.0,0.0,0.6666667,0.0,0.0,0.0,0.0
-Alixo7euuU,https://youtube.com/watch?v=-Alixo7euuU,1,5.14081632653,12.4641723356,0.0,0.6666667,0.0,0.0,0.0,0.0,0.0
-Alixo7euuU,https://youtube.com/watch?v=-Alixo7euuU,2,79.1426303855,87.543537415,1.0,0.33333334,0.0,0.0,0.0,0.0,0.0
-Alixo7euuU,https://youtube.com/watch?v=-Alixo7euuU,3,115.739455782,119.810204082,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-Alixo7euuU,https://youtube.com/watch?v=-Alixo7euuU,4,120.488662132,130.346258503,-0.33333334,0.33333334,0.33333334,0.0,0.0,0.0,0.0
-Alixo7euuU,https://youtube.com/watch?v=-Alixo7euuU,5,133.259637188,140.912244898,0.0,0.0,0.33333334,0.0,0.0,0.6666667,0.33333334
-Alixo7euuU,https://youtube.com/watch?v=-Alixo7euuU,6,12.4641723356,21.2741496599,0.6666667,0.0,0.33333334,0.0,0.0,0.0,0.0
-Alixo7euuU,https://youtube.com/watch?v=-Alixo7euuU,7,141.041950113,153.653287982,-0.33333334,0.0,0.33333334,0.0,0.0,0.33333334,0.33333334
-Alixo7euuU,https://youtube.com/watch?v=-Alixo7euuU,8,167.312244898,182.238321995,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.33333334
-Alixo7euuU,https://youtube.com/watch?v=-Alixo7euuU,9,184.982086168,189.950793651,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.6666667
-Alixo7euuU,https://youtube.com/watch?v=-Alixo7euuU,10,190.270068027,197.114512472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-Alixo7euuU,https://youtube.com/watch?v=-Alixo7euuU,11,198.301814059,213.866439909,0.33333334,1.0,0.33333334,0.0,0.0,0.33333334,0.0
-Alixo7euuU,https://youtube.com/watch?v=-Alixo7euuU,12,223.554421769,228.303628118,1.0,0.6666667,0.33333334,0.0,0.0,0.0,0.0
-Alixo7euuU,https://youtube.com/watch?v=-Alixo7euuU,13,36.2600907029,41.7476190476,0.6666667,0.0,0.6666667,0.0,0.0,0.0,0.0
-Eqdz5y4pEY,https://youtube.com/watch?v=-Eqdz5y4pEY,0,21.5734693878,28.3480725624,-0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-HeZS2-Prhc,https://youtube.com/watch?v=-HeZS2-Prhc,0,7.764,16.905,1.3333334,1.6666666,0.0,0.0,0.0,0.0,0.0
-HeZS2-Prhc,https://youtube.com/watch?v=-HeZS2-Prhc,1,15.905,24.049,0.6666667,1.3333334,0.0,0.0,0.0,0.0,0.0
-HeZS2-Prhc,https://youtube.com/watch?v=-HeZS2-Prhc,2,34.224,44.083,1.0,0.6666667,0.0,0.0,0.0,0.0,0.0
-HeZS2-Prhc,https://youtube.com/watch?v=-HeZS2-Prhc,3,71.998,78.815,-0.6666667,0.6666667,0.0,0.33333334,0.0,0.6666667,0.0
-HvKLjmsO5U,https://youtube.com/watch?v=-HvKLjmsO5U,0,11.9154195011,20.7653061224,1.3333334,0.33333334,0.0,0.0,0.0,0.0,0.33333334
-HvKLjmsO5U,https://youtube.com/watch?v=-HvKLjmsO5U,1,21.2342403628,31.9399092971,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-HwX2H8Z4hY,https://youtube.com/watch?v=-HwX2H8Z4hY,0,0.0,2.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-HwX2H8Z4hY,https://youtube.com/watch?v=-HwX2H8Z4hY,1,2.146,11.318,-0.6666667,0.0,0.33333334,0.0,0.0,0.0,0.0
-HwX2H8Z4hY,https://youtube.com/watch?v=-HwX2H8Z4hY,2,10.318,14.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-HwX2H8Z4hY,https://youtube.com/watch?v=-HwX2H8Z4hY,3,13.92,20.118,0.33333334,0.0,0.33333334,0.0,0.0,0.33333334,0.0
-HwX2H8Z4hY,https://youtube.com/watch?v=-HwX2H8Z4hY,4,19.866,26.214,-2.0,0.0,0.6666667,0.0,0.0,0.6666667,0.0
-HwX2H8Z4hY,https://youtube.com/watch?v=-HwX2H8Z4hY,5,27.08,32.61,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
-HwX2H8Z4hY,https://youtube.com/watch?v=-HwX2H8Z4hY,6,32.108,35.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-HwX2H8Z4hY,https://youtube.com/watch?v=-HwX2H8Z4hY,7,35.441,42.806,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
-HwX2H8Z4hY,https://youtube.com/watch?v=-HwX2H8Z4hY,8,43.093,49.551,-1.6666666,0.0,0.0,0.6666667,0.0,0.6666667,0.0
-HwX2H8Z4hY,https://youtube.com/watch?v=-HwX2H8Z4hY,9,49.299,56.934,-0.33333334,0.0,0.0,0.33333334,0.0,0.0,1.0
-IUUR2yyNbw,https://youtube.com/watch?v=-IUUR2yyNbw,0,7.22607709751,25.4047619048,0.33333334,0.6666667,0.0,0.0,0.0,0.0,0.0
-IUUR2yyNbw,https://youtube.com/watch?v=-IUUR2yyNbw,1,114.861451247,126.445124717,0.0,1.0,0.0,0.0,0.0,0.0,0.33333334
-IUUR2yyNbw,https://youtube.com/watch?v=-IUUR2yyNbw,2,142.857823129,149.861904762,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-IUUR2yyNbw,https://youtube.com/watch?v=-IUUR2yyNbw,3,32.7081632653,42.446031746,0.33333334,0.0,0.6666667,0.0,0.0,0.0,0.0
-IUUR2yyNbw,https://youtube.com/watch?v=-IUUR2yyNbw,4,66.531292517,69.753968254,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
-I_e4mIh0yE,https://youtube.com/watch?v=-I_e4mIh0yE,0,3.144,10.57,-0.6666667,0.0,0.33333334,0.0,0.0,0.0,0.0
-I_e4mIh0yE,https://youtube.com/watch?v=-I_e4mIh0yE,1,16.803,25.785,0.6666667,0.0,0.0,0.0,0.0,0.0,1.0
-I_e4mIh0yE,https://youtube.com/watch?v=-I_e4mIh0yE,2,25.154,47.097,-0.6666667,0.33333334,0.6666667,0.0,0.0,0.33333334,0.33333334
-IqSFQePnpU,https://youtube.com/watch?v=-IqSFQePnpU,0,0.0124716553288,17.2931972789,0.0,0.0,0.33333334,0.0,0.6666667,0.0,1.0
-KCahx2qBOI,https://youtube.com/watch?v=-KCahx2qBOI,0,86.5857142857,94.6174603175,-0.33333334,0.33333334,0.33333334,0.0,0.0,0.33333334,0.0
-KCahx2qBOI,https://youtube.com/watch?v=-KCahx2qBOI,1,44.9702947846,51.9943310658,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0
-KCahx2qBOI,https://youtube.com/watch?v=-KCahx2qBOI,2,79.880952381,86.1866213152,0.0,0.33333334,0.0,0.33333334,0.0,0.0,0.0
-LnuDPiuuZw,https://youtube.com/watch?v=-LnuDPiuuZw,0,0.0124716553288,5.30045351474,0.33333334,0.6666667,0.0,0.6666667,0.0,0.0,0.0
-LnuDPiuuZw,https://youtube.com/watch?v=-LnuDPiuuZw,1,6.23832199546,14.8387755102,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-LnuDPiuuZw,https://youtube.com/watch?v=-LnuDPiuuZw,2,15.3077097506,31.4310657596,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-LnuDPiuuZw,https://youtube.com/watch?v=-LnuDPiuuZw,3,96.5231292517,108.216553288,1.3333334,0.6666667,0.0,0.0,0.0,0.0,0.0
-MeTTeMJBNc,https://youtube.com/watch?v=-MeTTeMJBNc,0,0.0,9.213,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-MeTTeMJBNc,https://youtube.com/watch?v=-MeTTeMJBNc,1,77.036,82.277,0.33333334,1.3333334,0.0,0.0,0.0,0.0,0.0
-MeTTeMJBNc,https://youtube.com/watch?v=-MeTTeMJBNc,2,10.647,19.17,0.0,0.6666667,0.0,0.33333334,0.0,0.0,0.0
-MeTTeMJBNc,https://youtube.com/watch?v=-MeTTeMJBNc,3,31.849,42.258,1.3333334,1.3333334,0.0,0.0,0.33333334,0.0,0.0
-NFrJFQijFE,https://youtube.com/watch?v=-NFrJFQijFE,0,-0.477551020408,4.10430839002,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0
-NFrJFQijFE,https://youtube.com/watch?v=-NFrJFQijFE,1,3.37369614512,9.0231292517,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-NFrJFQijFE,https://youtube.com/watch?v=-NFrJFQijFE,2,8.0231292517,14.7201814059,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-NFrJFQijFE,https://youtube.com/watch?v=-NFrJFQijFE,3,44.1111111111,54.7691609977,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-RfYyzHpjk4,https://youtube.com/watch?v=-RfYyzHpjk4,0,64.794,69.855,2.0,1.0,0.6666667,0.33333334,0.0,0.0,0.0
-RfYyzHpjk4,https://youtube.com/watch?v=-RfYyzHpjk4,1,9.051,14.441,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-RfYyzHpjk4,https://youtube.com/watch?v=-RfYyzHpjk4,2,48.711,53.223,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-RfYyzHpjk4,https://youtube.com/watch?v=-RfYyzHpjk4,3,52.652,60.536,0.0,0.33333334,0.0,0.6666667,0.0,0.33333334,0.0
-RpZEe4w4fY,https://youtube.com/watch?v=-RpZEe4w4fY,0,0.0,3.576,2.3333333,2.0,0.0,0.0,0.0,0.0,0.0
-RpZEe4w4fY,https://youtube.com/watch?v=-RpZEe4w4fY,1,2.745,5.182,0.6666667,0.33333334,0.0,1.0,0.0,0.0,0.0
-RpZEe4w4fY,https://youtube.com/watch?v=-RpZEe4w4fY,2,34.184,43.954,1.6666666,0.6666667,0.0,1.3333334,0.0,0.0,0.0
-RpZEe4w4fY,https://youtube.com/watch?v=-RpZEe4w4fY,3,43.153,45.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-RpZEe4w4fY,https://youtube.com/watch?v=-RpZEe4w4fY,4,4.182,11.787,1.3333334,1.3333334,0.0,0.0,0.0,0.0,0.0
-RpZEe4w4fY,https://youtube.com/watch?v=-RpZEe4w4fY,5,10.787,18.352,0.0,0.6666667,0.0,1.0,0.0,0.0,0.0
-RpZEe4w4fY,https://youtube.com/watch?v=-RpZEe4w4fY,6,17.761,27.561,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-RpZEe4w4fY,https://youtube.com/watch?v=-RpZEe4w4fY,7,26.561,28.479,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-RpZEe4w4fY,https://youtube.com/watch?v=-RpZEe4w4fY,8,27.479,29.976,0.33333334,0.0,0.0,0.6666667,0.0,0.0,0.0
-RpZEe4w4fY,https://youtube.com/watch?v=-RpZEe4w4fY,9,29.205,31.532,0.6666667,0.33333334,0.0,0.0,0.0,0.0,0.33333334
-RpZEe4w4fY,https://youtube.com/watch?v=-RpZEe4w4fY,10,30.732,33.248,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-RpZEe4w4fY,https://youtube.com/watch?v=-RpZEe4w4fY,11,32.378,35.034,0.6666667,0.33333334,0.0,0.33333334,0.0,0.0,0.0
-SYSVSQnTnA,https://youtube.com/watch?v=-SYSVSQnTnA,0,0.0124716553288,6.89682539683,1.6666666,2.0,0.0,0.0,0.0,0.0,0.0
-SYSVSQnTnA,https://youtube.com/watch?v=-SYSVSQnTnA,1,7.43560090703,13.8310657596,-0.33333334,0.6666667,0.0,0.0,0.0,0.0,0.0
-SYSVSQnTnA,https://youtube.com/watch?v=-SYSVSQnTnA,2,15.2777777778,21.6233560091,1.0,0.6666667,0.0,0.0,0.0,0.0,0.0
-THoVjtIkeU,https://youtube.com/watch?v=-THoVjtIkeU,0,0.0,13.463,1.6666666,1.3333334,0.33333334,0.0,0.0,0.0,0.6666667
-THoVjtIkeU,https://youtube.com/watch?v=-THoVjtIkeU,1,12.693,23.071,1.6666666,1.6666666,0.0,0.0,0.0,0.0,0.0
-THoVjtIkeU,https://youtube.com/watch?v=-THoVjtIkeU,2,112.625,122.934,-0.33333334,1.6666666,0.0,0.0,0.6666667,0.0,0.0
-THoVjtIkeU,https://youtube.com/watch?v=-THoVjtIkeU,3,122.393,127.215,2.3333333,1.6666666,0.0,0.0,0.0,0.0,0.0
-THoVjtIkeU,https://youtube.com/watch?v=-THoVjtIkeU,4,126.604,141.392,2.0,2.0,0.0,0.0,0.0,0.0,0.0
-THoVjtIkeU,https://youtube.com/watch?v=-THoVjtIkeU,5,23.308,27.531,1.3333334,1.0,0.0,0.0,0.0,0.0,0.0
-THoVjtIkeU,https://youtube.com/watch?v=-THoVjtIkeU,6,84.27,92.244,2.6666667,1.0,0.0,0.0,0.0,0.0,0.0
-THoVjtIkeU,https://youtube.com/watch?v=-THoVjtIkeU,7,97.62,106.831,1.0,1.6666666,0.0,0.0,0.0,0.0,0.33333334
-UUCSKoHeMA,https://youtube.com/watch?v=-UUCSKoHeMA,0,0.0,7.716,0.0,0.33333334,0.0,0.33333334,0.0,0.0,0.0
-UUCSKoHeMA,https://youtube.com/watch?v=-UUCSKoHeMA,1,65.532,71.97,-0.33333334,0.0,0.0,0.0,0.33333334,0.0,0.0
-UUCSKoHeMA,https://youtube.com/watch?v=-UUCSKoHeMA,2,10.338,22.642,0.0,0.33333334,0.0,0.33333334,0.0,0.0,0.0
-UUCSKoHeMA,https://youtube.com/watch?v=-UUCSKoHeMA,3,58.508,66.532,0.6666667,0.6666667,0.0,0.33333334,0.0,0.0,0.0
-UacrmKiTn4,https://youtube.com/watch?v=-UacrmKiTn4,0,71.938,79.164,-0.6666667,0.33333334,0.0,0.6666667,0.0,0.0,0.0
-UacrmKiTn4,https://youtube.com/watch?v=-UacrmKiTn4,1,34.792,39.464,-1.3333334,0.0,0.0,0.0,0.0,0.0,0.0
-UacrmKiTn4,https://youtube.com/watch?v=-UacrmKiTn4,2,42.664,46.318,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
-UacrmKiTn4,https://youtube.com/watch?v=-UacrmKiTn4,3,45.717,56.216,0.33333334,0.33333334,0.0,0.33333334,0.0,0.0,0.0
-UuX1xuaiiE,https://youtube.com/watch?v=-UuX1xuaiiE,0,0.0,3.566,2.6666667,1.6666666,0.0,0.0,0.0,0.0,0.0
-UuX1xuaiiE,https://youtube.com/watch?v=-UuX1xuaiiE,1,3.084,13.333,1.6666666,1.0,0.0,0.0,0.0,0.0,0.0
-UuX1xuaiiE,https://youtube.com/watch?v=-UuX1xuaiiE,2,12.463,20.437,1.6666666,1.3333334,0.0,0.0,0.0,0.0,0.0
-UuX1xuaiiE,https://youtube.com/watch?v=-UuX1xuaiiE,3,19.437,23.47,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-UuX1xuaiiE,https://youtube.com/watch?v=-UuX1xuaiiE,4,22.47,28.639,2.0,1.3333334,0.0,0.0,0.0,0.0,0.0
-UuX1xuaiiE,https://youtube.com/watch?v=-UuX1xuaiiE,5,27.639,30.794,1.0,0.0,0.6666667,0.0,0.0,0.0,0.0
-UuX1xuaiiE,https://youtube.com/watch?v=-UuX1xuaiiE,6,30.253,38.187,-0.33333334,0.33333334,0.6666667,0.33333334,0.0,0.6666667,0.33333334
-UuX1xuaiiE,https://youtube.com/watch?v=-UuX1xuaiiE,7,37.686,43.794,-1.3333334,0.0,1.3333334,0.33333334,0.0,1.0,0.0
-UuX1xuaiiE,https://youtube.com/watch?v=-UuX1xuaiiE,8,42.884,51.556,1.6666666,0.6666667,0.0,0.0,0.0,0.0,0.0
-UuX1xuaiiE,https://youtube.com/watch?v=-UuX1xuaiiE,9,51.125,57.693,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
-VmheDA92mM,https://youtube.com/watch?v=-VmheDA92mM,0,-0.437641723356,8.24489795918,-2.6666667,0.0,2.0,1.0,0.0,1.0,0.33333334
-VmheDA92mM,https://youtube.com/watch?v=-VmheDA92mM,1,8.88117913832,12.9641723356,-2.0,0.0,0.0,1.0,0.0,0.0,0.0
-VmheDA92mM,https://youtube.com/watch?v=-VmheDA92mM,2,11.9641723356,23.5102040816,-1.3333334,0.0,0.0,0.6666667,0.0,0.6666667,0.0
-VmheDA92mM,https://youtube.com/watch?v=-VmheDA92mM,3,23.8172335601,29.3569160998,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0
-VmheDA92mM,https://youtube.com/watch?v=-VmheDA92mM,4,29.7537414966,44.6222222222,0.0,0.0,0.33333334,1.0,0.0,0.0,0.0
-WXXTNIJcVM,https://youtube.com/watch?v=-WXXTNIJcVM,0,0.0,2.079,2.0,1.0,0.0,0.0,0.0,0.0,0.0
-WXXTNIJcVM,https://youtube.com/watch?v=-WXXTNIJcVM,1,1.278,5.012,1.6666666,1.6666666,0.0,0.0,0.0,0.0,0.0
-WXXTNIJcVM,https://youtube.com/watch?v=-WXXTNIJcVM,2,4.351,8.444,2.3333333,2.6666667,0.0,0.0,0.0,0.0,0.0
-WXXTNIJcVM,https://youtube.com/watch?v=-WXXTNIJcVM,3,7.594,18.721,1.6666666,1.6666666,0.0,0.0,0.33333334,0.0,0.0
-WXXTNIJcVM,https://youtube.com/watch?v=-WXXTNIJcVM,4,31.44,41.988,0.33333334,0.0,0.0,0.0,0.33333334,0.0,0.0
-ZgjBOA1Yhw,https://youtube.com/watch?v=-ZgjBOA1Yhw,0,10.837,19.779,-0.33333334,0.0,0.33333334,0.0,0.33333334,0.0,0.33333334
-ZgjBOA1Yhw,https://youtube.com/watch?v=-ZgjBOA1Yhw,1,18.779,30.255,-0.6666667,0.0,0.6666667,0.0,0.0,0.0,0.33333334
-ZgjBOA1Yhw,https://youtube.com/watch?v=-ZgjBOA1Yhw,2,37.107,46.787,-0.33333334,0.0,0.0,0.0,0.0,0.0,0.33333334
-ZgjBOA1Yhw,https://youtube.com/watch?v=-ZgjBOA1Yhw,3,46.017,53.003,0.33333334,0.33333334,0.6666667,0.0,0.0,0.0,0.0
-ZgjBOA1Yhw,https://youtube.com/watch?v=-ZgjBOA1Yhw,4,60.993,72.259,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-ZgjBOA1Yhw,https://youtube.com/watch?v=-ZgjBOA1Yhw,5,71.259,81.957,0.0,0.0,0.0,0.6666667,0.0,0.0,0.0
-a55Q6RWvTA,https://youtube.com/watch?v=-a55Q6RWvTA,0,17.112,39.175,0.6666667,0.33333334,0.0,0.0,0.0,0.0,0.0
-aNfi7CP8vM,https://youtube.com/watch?v=-aNfi7CP8vM,0,48.112,58.58,0.0,0.33333334,0.0,0.33333334,0.33333334,0.0,0.0
-aNfi7CP8vM,https://youtube.com/watch?v=-aNfi7CP8vM,1,27.639,36.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-aqamKhZ1Ec,https://youtube.com/watch?v=-aqamKhZ1Ec,0,0.0,10.889,-2.0,0.0,1.0,0.0,0.33333334,0.6666667,0.0
-aqamKhZ1Ec,https://youtube.com/watch?v=-aqamKhZ1Ec,1,9.889,23.959,-0.6666667,0.0,0.6666667,0.0,0.33333334,0.33333334,0.6666667
-aqamKhZ1Ec,https://youtube.com/watch?v=-aqamKhZ1Ec,2,29.115,42.317,-0.33333334,1.0,0.0,0.0,0.0,0.0,0.0
-bl5PfNIYrk,https://youtube.com/watch?v=-bl5PfNIYrk,0,18.5603174603,25.7240362812,1.0,0.33333334,0.0,0.0,0.0,0.0,0.0
-bl5PfNIYrk,https://youtube.com/watch?v=-bl5PfNIYrk,1,104.993877551,113.584353741,2.0,0.6666667,0.0,0.0,0.0,0.0,0.0
-bl5PfNIYrk,https://youtube.com/watch?v=-bl5PfNIYrk,2,131.483673469,142.778004535,1.6666666,1.0,0.0,0.0,0.0,0.0,0.0
-bl5PfNIYrk,https://youtube.com/watch?v=-bl5PfNIYrk,3,48.4922902494,58.8886621315,1.0,0.6666667,0.0,0.0,0.0,0.0,0.0
-bl5PfNIYrk,https://youtube.com/watch?v=-bl5PfNIYrk,4,59.8365079365,65.3739229025,1.3333334,1.6666666,0.0,0.0,0.33333334,0.0,0.0
-bl5PfNIYrk,https://youtube.com/watch?v=-bl5PfNIYrk,5,65.9526077098,79.8111111111,1.3333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-bl5PfNIYrk,https://youtube.com/watch?v=-bl5PfNIYrk,6,80.4297052154,84.9394557823,1.3333334,0.33333334,0.33333334,0.0,0.0,0.0,0.0
-cEhr0cQcDM,https://youtube.com/watch?v=-cEhr0cQcDM,0,56.423,63.819,1.3333334,0.6666667,0.33333334,0.0,0.33333334,0.0,0.0
-cEhr0cQcDM,https://youtube.com/watch?v=-cEhr0cQcDM,1,31.819,38.935,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-cmk6cfUeMs,https://youtube.com/watch?v=-cmk6cfUeMs,0,0.0124716553288,4.1231292517,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
-cmk6cfUeMs,https://youtube.com/watch?v=-cmk6cfUeMs,1,4.13310657596,18.4405895692,0.6666667,1.3333334,0.0,0.0,0.0,0.0,0.0
-dZ1TCboxcQ,https://youtube.com/watch?v=-dZ1TCboxcQ,0,0.0124716553288,9.76031746032,0.0,0.0,0.33333334,0.6666667,0.0,0.33333334,0.0
-dZ1TCboxcQ,https://youtube.com/watch?v=-dZ1TCboxcQ,1,11.6659863946,17.1136054422,-0.33333334,0.0,1.3333334,0.6666667,0.0,0.0,0.0
-dZ1TCboxcQ,https://youtube.com/watch?v=-dZ1TCboxcQ,2,17.143537415,25.1253968254,-0.33333334,0.0,1.0,0.0,0.0,0.33333334,0.0
-dZ1TCboxcQ,https://youtube.com/watch?v=-dZ1TCboxcQ,3,30.00430839,39.9317460317,-0.6666667,0.0,1.0,1.0,0.0,0.6666667,0.0
-dxfTGcXJoc,https://youtube.com/watch?v=-dxfTGcXJoc,0,0.0,20.407,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-dxfTGcXJoc,https://youtube.com/watch?v=-dxfTGcXJoc,1,20.205,36.221,1.6666666,0.33333334,0.0,0.0,0.0,0.0,0.0
-dxfTGcXJoc,https://youtube.com/watch?v=-dxfTGcXJoc,2,36.169,52.794,0.6666667,0.0,0.0,1.0,0.0,0.0,0.0
-dxfTGcXJoc,https://youtube.com/watch?v=-dxfTGcXJoc,3,52.622,62.502,1.3333334,0.33333334,0.0,1.0,0.0,0.0,0.0
-dxfTGcXJoc,https://youtube.com/watch?v=-dxfTGcXJoc,4,62.25,67.321,1.6666666,0.6666667,0.0,0.0,0.6666667,0.0,0.0
